日期,凭证号,科目编码,科目名称,借方金额,贷方金额,摘要,制单人
2026-02-04,记-0327,1001,库存现金,0.0,6460.15,管理费用-现金支出,李四
2026-02-04,记-0328,6603,财务费用,43982.56,0.0,手续费-材料采购,张三
2026-02-04,记-0328,1401,材料采购,0.0,43982.56,利息支出-原材料购买,张三
2026-02-04,记-0329,2001,短期借款,24958.34,0.0,借款-产品成本,赵六
2026-02-04,记-0329,6401,主营业务成本,0.0,24958.34,银行贷款-产品成本,王五
2026-02-04,记-0330,6601,销售费用,26716.89,0.0,广告费-采购付款,张三
2026-02-04,记-0330,2202,应付账款,0.0,26716.89,营销费用-采购付款,张三
2026-02-04,记-0331,2001,短期借款,3923.94,0.0,银行贷款-人工成本,张三
2026-02-04,记-0331,6602,管理费用,0.0,3923.94,短期借款-办公费用,王五
2026-02-04,记-0332,2001,短期借款,21665.33,0.0,银行贷款-固定资产购置,李四
2026-02-04,记-0332,1601,固定资产,0.0,21665.33,短期借款-固定资产购置,王五
2026-02-05,记-0333,1121,应收账款,43402.09,0.0,应收账款-生产支出,张三
2026-02-05,记-0333,5001,生产成本,0.0,43402.09,应收账款-生产支出,王五
2026-02-05,记-0334,1601,固定资产,38169.04,0.0,固定资产购置-资本注入,王五
2026-02-05,记-0334,4001,实收资本,0.0,38169.04,资产投资-资本注入,李四
2026-02-05,记-0335,1001,库存现金,94014.48,0.0,现金支出-短期借款,王五
2026-02-05,记-0335,2001,短期借款,0.0,94014.48,现金存入-借款,赵六
2026-02-05,记-0336,6601,销售费用,34832.3,0.0,销售费用-人工成本,李四
2026-02-05,记-0336,6602,管理费用,0.0,34832.3,广告费-管理费用,王五
2026-02-05,记-0337,4001,实收资本,9825.97,0.0,股东投资-广告费,王五
2026-02-05,记-0337,6601,销售费用,0.0,9825.97,股东投资-广告费,李四
2026-02-05,记-0338,1002,银行存款,175822.51,0.0,银行转账-短期借款,李四
2026-02-05,记-0338,2001,短期借款,0.0,175822.51,银行取款-银行贷款,王五
2026-02-05,记-0339,2202,应付账款,18431.7,0.0,应付账款-服务收入,李四
2026-02-05,记-0339,6001,主营业务收入,0.0,18431.7,供应商付款-服务收入,李四
2026-02-06,记-0340,1002,银行存款,83831.16,0.0,银行转账-资本注入,李四
2026-02-06,记-0340,4001,实收资本,0.0,83831.16,银行存款-资本注入,王五
2026-02-06,记-0341,6602,管理费用,13573.05,0.0,管理费用-服务收入,李四
2026-02-06,记-0341,6001,主营业务收入,0.0,13573.05,办公费用-营业外收入,李四
2026-02-07,记-0342,6001,主营业务收入,17540.1,0.0,营业外收入-设备购买,张三
2026-02-07,记-0342,1601,固定资产,0.0,17540.1,营业外收入-资产投资,李四
2026-02-07,记-0343,6602,管理费用,30580.61,0.0,办公费用-销售费用,张三
2026-02-07,记-0343,6601,销售费用,0.0,30580.61,管理费用-营销费用,张三
2026-02-07,记-0344,1401,材料采购,40954.49,0.0,采购付款-财务费用,赵六
2026-02-07,记-0344,6603,财务费用,0.0,40954.49,采购付款-利息支出,赵六
2026-02-08,记-0345,1601,固定资产,33547.33,0.0,资产投资-生产成本,李四
2026-02-08,记-0345,5001,生产成本,0.0,33547.33,设备购买-生产成本,张三
2026-02-08,记-0346,1401,材料采购,17617.11,0.0,材料采购-广告费,张三
2026-02-08,记-0346,6601,销售费用,0.0,17617.11,采购付款-营销费用,王五
2026-02-08,记-0347,1001,库存现金,39420.1,0.0,现金提取-营销费用,张三
2026-02-08,记-0347,6601,销售费用,0.0,39420.1,现金提取-广告费,李四
2026-02-09,记-0348,6601,销售费用,13544.4,0.0,广告费-采购付款,张三
2026-02-09,记-0348,2202,应付账款,0.0,13544.4,营销费用-应付账款,赵六
2026-02-09,记-0349,6401,主营业务成本,16474.01,0.0,产品成本-现金提取,李四
2026-02-09,记-0349,1001,库存现金,0.0,16474.01,营业成本-现金支出,赵六
2026-02-09,记-0350,1401,材料采购,45088.47,0.0,采购付款-应付账款,王五
2026-02-09,记-0350,2202,应付账款,0.0,45088.47,材料采购-采购付款,王五
2026-02-10,记-0351,1601,固定资产,85134.8,0.0,固定资产购置-短期借款,赵六
2026-02-10,记-0351,2001,短期借款,0.0,85134.8,设备购买-短期借款,张三
2026-02-10,记-0352,5001,生产成本,4420.42,0.0,生产成本-产品成本,王五
2026-02-10,记-0352,6401,主营业务成本,0.0,4420.42,生产支出-营业成本,李四
2026-02-10,记-0353,2001,短期借款,10110.74,0.0,借款-银行转账,张三
2026-02-10,记-0353,1002,银行存款,0.0,10110.74,银行贷款-电汇,王五
2026-02-10,记-0354,2202,应付账款,15273.69,0.0,采购付款-营业外收入,张三
2026-02-10,记-0354,6001,主营业务收入,0.0,15273.69,应付账款-营业外收入,张三
2026-02-10,记-0355,1401,材料采购,1413.36,0.0,材料采购-供应商付款,赵六
2026-02-10,记-0355,2202,应付账款,0.0,1413.36,材料采购-应付账款,李四
2026-02-10,记-0356,6001,主营业务收入,36205.83,0.0,营业外收入-广告费,张三
2026-02-10,记-0356,6601,销售费用,0.0,36205.83,销售收入-销售费用,王五
2026-02-10,记-0357,1401,材料采购,29857.72,0.0,材料采购-应付账款,李四
2026-02-10,记-0357,2202,应付账款,0.0,29857.72,材料采购-采购付款,王五
2026-02-10,记-0358,1002,银行存款,21891.22,0.0,银行存款-现金存入,王五
2026-02-10,记-0358,1001,库存现金,0.0,21891.22,电汇-现金提取,王五
2026-02-11,记-0359,1002,银行存款,29002.86,0.0,银行存款-人工成本,张三
2026-02-11,记-0359,6602,管理费用,0.0,29002.86,银行存款-人工成本,张三
2026-02-11,记-0360,1601,固定资产,98496.01,0.0,设备购买-实收资本,王五
2026-02-11,记-0360,4001,实收资本,0.0,98496.01,固定资产购置-资本注入,王五
2026-02-11,记-0361,1002,银行存款,36658.55,0.0,银行取款-销售成本,李四
2026-02-11,记-0361,6401,主营业务成本,0.0,36658.55,银行存款-产品成本,李四
2026-02-11,记-0362,5001,生产成本,42575.3,0.0,制造费用-财务费用,赵六
2026-02-11,记-0362,6603,财务费用,0.0,42575.3,制造费用-手续费,赵六
2026-02-11,记-0363,1001,库存现金,32544.68,0.0,现金收入-产品成本,张三
2026-02-11,记-0363,6401,主营业务成本,0.0,32544.68,现金支出-营业成本,王五
2026-02-11,记-0364,6602,管理费用,1883.8,0.0,人工成本-股东投资,王五
2026-02-11,记-0364,4001,实收资本,0.0,1883.8,人工成本-实收资本,李四
2026-02-11,记-0365,1001,库存现金,119980.82,0.0,现金提取-银行贷款,张三
2026-02-11,记-0365,2001,短期借款,0.0,119980.82,现金提取-短期借款,王五
2026-02-11,记-0366,1002,银行存款,41483.55,0.0,银行转账-采购付款,李四
2026-02-11,记-0366,1401,材料采购,0.0,41483.55,银行存款-材料采购,赵六
2026-02-12,记-0367,2202,应付账款,45187.32,0.0,应付账款-实收资本,王五
2026-02-12,记-0367,4001,实收资本,0.0,45187.32,应付账款-股东投资,赵六
2026-02-12,记-0368,1001,库存现金,43101.09,0.0,现金提取-短期借款,李四
2026-02-12,记-0368,2001,短期借款,0.0,43101.09,现金提取-借款,李四
2026-02-13,记-0369,1121,应收账款,12319.56,0.0,客户付款-资产投资,李四
2026-02-13,记-0369,1601,固定资产,0.0,12319.56,销售回款-固定资产购置,王五
2026-02-13,记-0370,1601,固定资产,84597.82,0.0,设备购买-借款,李四
2026-02-13,记-0370,2001,短期借款,0.0,84597.82,设备购买-借款,王五
2026-02-13,记-0371,6001,主营业务收入,49759.35,0.0,服务收入-手续费,王五
2026-02-13,记-0371,6603,财务费用,0.0,49759.35,服务收入-财务费用,王五
2026-02-14,记-0372,1401,材料采购,12151.68,0.0,采购付款-人工成本,张三
2026-02-14,记-0372,6602,管理费用,0.0,12151.68,原材料购买-办公费用,赵六
2026-02-14,记-0373,6602,管理费用,49071.5,0.0,办公费用-材料采购,王五
2026-02-14,记-0373,1401,材料采购,0.0,49071.5,人工成本-材料采购,王五
2026-02-14,记-0374,1001,库存现金,7379.3,0.0,现金提取-营业外收入,李四
2026-02-14,记-0374,6001,主营业务收入,0.0,7379.3,现金存入-服务收入,赵六
2026-02-15,记-0375,1001,库存现金,3740.45,0.0,现金支出-销售收入,王五
2026-02-15,记-0375,6001,主营业务收入,0.0,3740.45,现金支出-服务收入,李四
2026-02-15,记-0376,5001,生产成本,45974.86,0.0,制造费用-实收资本,张三
2026-02-15,记-0376,4001,实收资本,0.0,45974.86,生产成本-实收资本,张三
2026-02-15,记-0377,1002,银行存款,89391.66,0.0,电汇-实收资本,赵六
2026-02-15,记-0377,4001,实收资本,0.0,89391.66,银行转账-实收资本,张三
2026-02-16,记-0378,6001,主营业务收入,43330.86,0.0,销售收入-短期借款,张三
2026-02-16,记-0378,2001,短期借款,0.0,43330.86,销售收入-借款,王五
2026-02-16,记-0379,1121,应收账款,49306.36,0.0,客户付款-采购付款,赵六
2026-02-16,记-0379,1401,材料采购,0.0,49306.36,应收账款-采购付款,张三
2026-02-16,记-0380,1001,库存现金,44192.21,0.0,现金提取-材料采购,张三
2026-02-16,记-0380,1401,材料采购,0.0,44192.21,现金存入-原材料购买,张三
2026-02-16,记-0381,1601,固定资产,19267.25,0.0,设备购买-短期借款,张三
2026-02-16,记-0381,2001,短期借款,0.0,19267.25,固定资产购置-借款,李四
2026-02-16,记-0382,6401,主营业务成本,23465.0,0.0,营业成本-销售收入,王五
2026-02-16,记-0382,6001,主营业务收入,0.0,23465.0,营业成本-营业外收入,张三
2026-02-16,记-0383,1601,固定资产,108742.57,0.0,固定资产购置-实收资本,赵六
2026-02-16,记-0383,4001,实收资本,0.0,108742.57,设备购买-资本注入,王五
2026-02-16,记-0384,1001,库存现金,122049.55,0.0,现金提取-短期借款,李四
2026-02-16,记-0384,2001,短期借款,0.0,122049.55,现金支出-短期借款,李四
2026-02-16,记-0385,6601,销售费用,31795.65,0.0,销售费用-银行存款,张三
2026-02-16,记-0385,1002,银行存款,0.0,31795.65,广告费-电汇,赵六
2026-02-17,记-0386,1601,固定资产,10842.48,0.0,设备购买-手续费,张三
2026-02-17,记-0386,6603,财务费用,0.0,10842.48,设备购买-手续费,赵六
2026-02-17,记-0387,6401,主营业务成本,36935.03,0.0,产品成本-客户付款,张三
2026-02-17,记-0387,1121,应收账款,0.0,36935.03,销售成本-销售回款,赵六
2026-02-17,记-0388,1002,银行存款,104628.08,0.0,电汇-股东投资,李四
2026-02-17,记-0388,4001,实收资本,0.0,104628.08,银行存款-实收资本,赵六
2026-02-18,记-0389,5001,生产成本,14268.62,0.0,生产成本-销售收入,王五
2026-02-18,记-0389,6001,主营业务收入,0.0,14268.62,制造费用-销售收入,张三
2026-02-18,记-0390,1121,应收账款,20093.64,0.0,客户付款-生产成本,李四
2026-02-18,记-0390,5001,生产成本,0.0,20093.64,客户付款-生产成本,张三
2026-02-18,记-0391,1601,固定资产,169417.72,0.0,设备购买-股东投资,王五
2026-02-18,记-0391,4001,实收资本,0.0,169417.72,资产投资-资本注入,张三
2026-02-19,记-0392,5001,生产成本,9435.82,0.0,生产支出-材料采购,张三
2026-02-19,记-0392,1401,材料采购,0.0,9435.82,生产成本-采购付款,赵六
2026-02-19,记-0393,4001,实收资本,33171.09,0.0,股东投资-产品成本,赵六
2026-02-19,记-0393,6401,主营业务成本,0.0,33171.09,股东投资-营业成本,王五
2026-02-19,记-0394,6401,主营业务成本,49278.84,0.0,销售成本-现金提取,赵六
2026-02-19,记-0394,1001,库存现金,0.0,49278.84,产品成本-现金提取,王五
2026-02-19,记-0395,1002,银行存款,96594.32,0.0,银行存款-借款,赵六
2026-02-19,记-0395,2001,短期借款,0.0,96594.32,银行取款-银行贷款,赵六
2026-02-19,记-0396,1002,银行存款,27432.98,0.0,银行存款-供应商付款,王五
2026-02-19,记-0396,2202,应付账款,0.0,27432.98,银行取款-应付账款,王五
2026-02-19,记-0397,1001,库存现金,105342.09,0.0,现金支出-实收资本,赵六
2026-02-19,记-0397,4001,实收资本,0.0,105342.09,现金存入-股东投资,赵六
2026-02-19,记-0398,4001,实收资本,46994.34,0.0,资本注入-应付账款,王五
2026-02-19,记-0398,2202,应付账款,0.0,46994.34,实收资本-采购付款,李四
2026-02-19,记-0399,4001,实收资本,713.72,0.0,股东投资-银行贷款,王五
2026-02-19,记-0399,2001,短期借款,0.0,713.72,实收资本-银行贷款,李四
2026-02-20,记-0400,6401,主营业务成本,19139.67,0.0,销售成本-采购付款,李四
2026-02-20,记-0400,2202,应付账款,0.0,19139.67,营业成本-供应商付款,李四
2026-02-20,记-0401,1401,材料采购,39287.37,0.0,采购付款-营业外收入,王五
2026-02-20,记-0401,6001,主营业务收入,0.0,39287.37,采购付款-服务收入,赵六
2026-02-20,记-0402,6601,销售费用,20884.1,0.0,销售费用-资产投资,赵六
2026-02-20,记-0402,1601,固定资产,0.0,20884.1,广告费-设备购买,王五
2026-02-20,记-0403,1001,库存现金,28415.36,0.0,现金收入-材料采购,李四
2026-02-20,记-0403,1401,材料采购,0.0,28415.36,现金支出-原材料购买,王五
2026-02-20,记-0404,1001,库存现金,46466.37,0.0,现金收入-设备购买,李四
2026-02-20,记-0404,1601,固定资产,0.0,46466.37,现金收入-设备购买,张三
2026-02-20,记-0405,1001,库存现金,35324.09,0.0,现金支出-销售收入,赵六
2026-02-20,记-0405,6001,主营业务收入,0.0,35324.09,现金提取-营业外收入,李四
2026-02-21,记-0406,1001,库存现金,17556.18,0.0,现金提取-营业外收入,赵六
2026-02-21,记-0406,6001,主营业务收入,0.0,17556.18,现金提取-营业外收入,张三
2026-02-21,记-0407,6001,主营业务收入,6170.98,0.0,营业外收入-供应商付款,王五
2026-02-21,记-0407,2202,应付账款,0.0,6170.98,营业外收入-采购付款,赵六
2026-02-21,记-0408,1001,库存现金,5356.73,0.0,现金收入-销售收入,李四
2026-02-21,记-0408,6001,主营业务收入,0.0,5356.73,现金支出-营业外收入,李四
2026-02-21,记-0409,1601,固定资产,121533.26,0.0,设备购买-资本注入,李四
2026-02-21,记-0409,4001,实收资本,0.0,121533.26,资产投资-实收资本,赵六
2026-02-21,记-0410,1001,库存现金,177288.37,0.0,现金收入-短期借款,赵六
2026-02-21,记-0410,2001,短期借款,0.0,177288.37,现金支出-银行贷款,张三
2026-02-21,记-0411,2001,短期借款,45486.35,0.0,银行贷款-供应商付款,王五
2026-02-21,记-0411,2202,应付账款,0.0,45486.35,短期借款-应付账款,李四
2026-02-21,记-0412,2001,短期借款,3464.71,0.0,银行贷款-应收账款,赵六
2026-02-21,记-0412,1121,应收账款,0.0,3464.71,借款-客户付款,李四
2026-02-21,记-0413,1002,银行存款,128832.45,0.0,银行转账-资本注入,张三
2026-02-21,记-0413,4001,实收资本,0.0,128832.45,银行取款-实收资本,赵六
2026-02-22,记-0414,6602,管理费用,44580.2,0.0,人工成本-设备购买,赵六
2026-02-22,记-0414,1601,固定资产,0.0,44580.2,管理费用-资产投资,张三
2026-02-22,记-0415,6601,销售费用,48522.28,0.0,广告费-采购付款,李四
2026-02-22,记-0415,1401,材料采购,0.0,48522.28,销售费用-采购付款,张三
2026-02-23,记-0416,1001,库存现金,48692.63,0.0,现金提取-采购付款,赵六
2026-02-23,记-0416,1401,材料采购,0.0,48692.63,现金提取-采购付款,王五
2026-02-23,记-0417,6601,销售费用,12240.08,0.0,营销费用-银行存款,赵六
2026-02-23,记-0417,1002,银行存款,0.0,12240.08,营销费用-银行存款,张三
2026-02-23,记-0418,1002,银行存款,94854.63,0.0,银行取款-短期借款,李四
2026-02-23,记-0418,2001,短期借款,0.0,94854.63,电汇-银行贷款,李四
2026-02-23,记-0419,1401,材料采购,10792.29,0.0,采购付款-现金收入,王五
2026-02-23,记-0419,1001,库存现金,0.0,10792.29,材料采购-现金存入,王五
2026-02-24,记-0420,1121,应收账款,16778.15,0.0,客户付款-应付账款,李四
2026-02-24,记-0420,2202,应付账款,0.0,16778.15,客户付款-采购付款,李四
2026-02-24,记-0421,1121,应收账款,45421.86,0.0,销售回款-销售成本,王五
2026-02-24,记-0421,6401,主营业务成本,0.0,45421.86,客户付款-产品成本,王五
2026-02-24,记-0422,1601,固定资产,112738.47,0.0,资产投资-银行贷款,张三
2026-02-24,记-0422,2001,短期借款,0.0,112738.47,设备购买-短期借款,张三
2026-02-25,记-0423,2001,短期借款,2162.78,0.0,银行贷款-银行取款,赵六
2026-02-25,记-0423,1002,银行存款,0.0,2162.78,银行贷款-电汇,赵六
2026-02-25,记-0424,1002,银行存款,816.51,0.0,银行取款-股东投资,赵六
2026-02-25,记-0424,4001,实收资本,0.0,816.51,银行存款-实收资本,赵六
2026-02-26,记-0425,4001,实收资本,34889.69,0.0,资本注入-广告费,张三
2026-02-26,记-0425,6601,销售费用,0.0,34889.69,股东投资-营销费用,张三
2026-02-26,记-0426,6001,主营业务收入,21464.48,0.0,服务收入-办公费用,李四
2026-02-26,记-0426,6602,管理费用,0.0,21464.48,营业外收入-办公费用,张三
2026-02-27,记-0427,1001,库存现金,173777.14,0.0,现金提取-银行贷款,王五
2026-02-27,记-0427,2001,短期借款,0.0,173777.14,现金存入-银行贷款,王五
2026-02-27,记-0428,1002,银行存款,32096.04,0.0,银行取款-制造费用,赵六
2026-02-27,记-0428,5001,生产成本,0.0,32096.04,银行存款-制造费用,李四
2026-02-27,记-0429,6401,主营业务成本,46384.67,0.0,营业成本-银行贷款,李四
2026-02-27,记-0429,2001,短期借款,0.0,46384.67,销售成本-银行贷款,赵六
2026-02-27,记-0430,1001,库存现金,36579.85,0.0,现金提取-实收资本,李四
2026-02-27,记-0430,4001,实收资本,0.0,36579.85,现金存入-资本注入,赵六
2026-02-27,记-0431,6601,销售费用,19302.0,0.0,销售费用-股东投资,赵六
2026-02-27,记-0431,4001,实收资本,0.0,19302.0,广告费-实收资本,张三
